Timestamp,Active_Power_kW,Voltage_V,Current_A,Power_Factor,Operational_State,Raw_Material_Flow_kg_min,Actual_Waste_kg
2026-06-01 12:25:00,47.67,416.08,77.83,0.878,1,22.23,4.0
2026-06-01 12:30:00,46.68,417.86,75.89,0.849,1,23.85,9.74
2026-06-01 12:35:00,46.41,413.68,76.2,0.901,1,6.73,10.44
2026-06-01 12:40:00,40.52,408.72,67.34,0.907,1,10.58,7.63
2026-06-01 12:45:00,44.33,414.9,72.58,0.876,1,19.83,9.1
2026-06-01 12:50:00,43.89,415.04,71.83,0.848,1,15.79,11.05
2026-06-01 12:55:00,38.11,416.81,62.1,0.887,1,23.98,4.4
2026-06-01 13:00:00,50.27,420.03,81.3,0.85,1,12.78,11.39
2026-06-01 13:05:00,42.58,414.05,69.85,0.933,1,5.07,8.7
2026-06-01 13:10:00,33.52,412.86,55.15,0.895,1,5.39,4.0
2026-06-01 13:15:00,42.03,412.08,69.28,0.855,1,16.3,9.99
2026-06-01 13:20:00,33.16,415.5,54.2,0.846,1,20.04,11.14
2026-06-01 13:25:00,41.25,416.2,67.32,0.906,1,20.81,9.24
2026-06-01 13:30:00,42.4,413.64,69.63,0.905,1,23.23,10.07
2026-06-01 13:35:00,31.8,416.95,51.81,0.892,1,9.58,4.0
2026-06-01 13:40:00,40.03,416.16,65.33,0.894,1,19.77,6.76
2026-06-01 13:45:00,36.58,415.11,59.86,0.892,1,21.54,5.31
2026-06-01 13:50:00,37.95,412.74,62.45,0.863,1,21.73,8.83
2026-06-01 13:55:00,42.65,413.8,70.01,0.932,1,13.23,7.14
2026-06-01 14:00:00,31.27,408.93,51.95,0.878,1,17.52,5.17
2026-06-01 14:05:00,28.07,415.59,45.89,0.822,0,0.0,4.0
2026-06-01 14:10:00,26.75,415.07,43.77,0.862,0,0.0,4.0
2026-06-01 14:15:00,26.48,415.47,43.29,0.836,0,0.0,4.0
2026-06-01 14:20:00,29.54,416.26,48.2,0.864,0,0.0,4.0
2026-06-01 14:25:00,31.01,415.96,50.64,0.893,1,19.2,6.63
2026-06-01 14:30:00,30.08,414.72,49.26,0.823,1,8.92,6.3
2026-06-01 14:35:00,32.23,415.12,52.74,0.924,1,13.87,8.42
2026-06-01 14:40:00,27.57,411.49,45.51,0.893,0,0.0,4.0
2026-06-01 14:45:00,34.19,413.54,56.16,0.855,1,19.98,9.19
2026-06-01 14:50:00,25.03,415.13,40.96,0.857,0,0.0,4.0
2026-06-01 14:55:00,39.4,413.16,64.77,0.876,1,14.52,7.13
2026-06-01 15:00:00,28.38,417.15,46.21,0.85,0,0.0,4.0
2026-06-01 15:05:00,20.43,413.35,33.57,0.821,0,0.0,4.0
2026-06-01 15:10:00,18.84,415.54,30.8,0.823,0,0.0,4.0
2026-06-01 15:15:00,26.1,415.29,42.69,0.863,0,0.0,4.0
2026-06-01 15:20:00,22.07,416.87,35.96,0.835,0,0.0,4.0
2026-06-01 15:25:00,26.27,417.25,42.77,0.823,0,0.0,4.0
2026-06-01 15:30:00,24.6,416.74,40.09,0.923,0,0.0,4.0
2026-06-01 15:35:00,21.41,409.73,35.49,0.853,0,0.0,4.0
2026-06-01 15:40:00,17.1,417.99,27.78,0.88,0,0.0,4.0
2026-06-01 15:45:00,13.32,418.82,21.61,0.842,0,0.0,4.0
2026-06-01 15:50:00,18.25,413.79,29.96,0.826,0,0.0,4.0
2026-06-01 15:55:00,24.36,415.59,39.81,0.909,0,0.0,4.0
2026-06-01 16:00:00,20.76,412.77,34.16,0.835,0,0.0,6.23
2026-06-01 16:05:00,13.09,410.13,21.67,0.823,0,0.0,4.0
2026-06-01 16:10:00,19.82,413.15,32.59,0.89,0,0.0,4.0
2026-06-01 16:15:00,20.54,413.65,33.72,0.822,0,0.0,4.0
2026-06-01 16:20:00,13.86,414.11,22.73,0.872,0,0.0,4.0
2026-06-01 16:25:00,18.73,412.6,30.84,0.855,0,0.0,4.0
2026-06-01 16:30:00,17.96,413.17,29.52,0.858,0,0.0,4.0
2026-06-01 16:35:00,11.66,414.97,19.09,0.82,0,0.0,4.0
2026-06-01 16:40:00,18.9,413.07,31.08,0.936,0,0.0,4.0
2026-06-01 16:45:00,19.66,416.36,32.08,0.882,0,0.0,4.0
2026-06-01 16:50:00,22.04,416.7,35.92,0.889,0,0.0,4.0
2026-06-01 16:55:00,21.67,420.95,34.96,0.9,0,0.0,4.0
2026-06-01 17:00:00,10.0,417.81,16.26,0.916,0,0.0,4.0
2026-06-01 17:05:00,11.31,415.61,18.49,0.893,0,0.0,4.0
2026-06-01 17:10:00,18.4,413.45,30.24,0.911,0,0.0,4.0
2026-06-01 17:15:00,18.24,415.73,29.8,0.874,0,0.0,4.0
2026-06-01 17:20:00,18.11,415.82,29.58,0.865,0,0.0,4.0
2026-06-01 17:25:00,34.67,413.72,56.92,0.919,1,21.74,4.29
2026-06-01 17:30:00,18.15,416.96,29.57,0.924,0,0.0,4.0
2026-06-01 17:35:00,20.89,411.5,34.48,0.837,0,0.0,4.0
2026-06-01 17:40:00,19.9,414.39,32.62,0.885,0,0.0,4.0
2026-06-01 17:45:00,18.33,416.39,29.9,0.902,0,0.0,4.0
2026-06-01 17:50:00,13.46,414.28,22.06,0.83,0,0.0,5.07
2026-06-01 17:55:00,18.8,414.48,30.81,0.932,0,0.0,4.0
2026-06-01 18:00:00,11.14,414.66,18.24,0.882,0,0.0,4.0
2026-06-01 18:05:00,13.82,412.91,22.74,0.897,0,0.0,4.0
2026-06-01 18:10:00,12.61,417.93,20.49,0.841,0,0.0,4.0
2026-06-01 18:15:00,15.48,412.45,25.5,0.852,0,0.0,4.0
2026-06-01 18:20:00,26.71,415.8,43.63,0.835,0,0.0,4.0
2026-06-01 18:25:00,10.0,416.03,16.33,0.852,0,0.0,4.0
2026-06-01 18:30:00,18.73,412.63,30.83,0.879,0,0.0,4.0
2026-06-01 18:35:00,10.0,415.18,16.36,0.92,0,0.0,4.0
2026-06-01 18:40:00,13.17,412.73,21.68,0.884,0,0.0,4.0
2026-06-01 18:45:00,21.12,418.48,34.28,0.849,0,0.0,4.0
2026-06-01 18:50:00,16.15,412.15,26.62,0.825,0,0.0,4.0
2026-06-01 18:55:00,10.61,413.37,17.44,0.895,0,0.0,4.0
2026-06-01 19:00:00,12.62,411.94,20.8,0.87,0,0.0,4.0
2026-06-01 19:05:00,19.8,411.61,32.67,0.938,0,0.0,4.0
2026-06-01 19:10:00,12.97,418.98,21.02,0.914,0,0.0,4.0
2026-06-01 19:15:00,17.94,416.36,29.27,0.917,0,0.0,4.0
2026-06-01 19:20:00,17.34,415.35,28.36,0.821,0,0.0,4.0
2026-06-01 19:25:00,14.12,413.36,23.21,0.913,0,0.0,4.0
2026-06-01 19:30:00,28.38,417.27,46.21,0.843,0,0.0,4.0
2026-06-01 19:35:00,21.13,412.94,34.76,0.89,0,0.0,4.0
2026-06-01 19:40:00,10.0,416.98,16.29,0.874,0,0.0,4.0
2026-06-01 19:45:00,19.54,412.82,32.15,0.889,0,0.0,4.0
2026-06-01 19:50:00,15.65,413.39,25.71,0.836,0,0.0,4.0
2026-06-01 19:55:00,23.58,416.9,38.41,0.875,0,0.0,4.0
2026-06-01 20:00:00,15.73,417.16,25.61,0.824,0,0.0,4.0
2026-06-01 20:05:00,19.5,416.49,31.81,0.825,0,0.0,4.0
2026-06-01 20:10:00,23.01,412.38,37.9,0.899,0,0.0,5.48
2026-06-01 20:15:00,25.23,413.88,41.4,0.934,0,0.0,4.53
2026-06-01 20:20:00,15.33,415.39,25.06,0.913,0,0.0,4.0
2026-06-01 20:25:00,20.1,412.88,33.07,0.876,0,0.0,4.0
2026-06-01 20:30:00,19.86,418.43,32.24,0.827,0,0.0,4.0
2026-06-01 20:35:00,19.44,409.0,32.28,0.825,0,0.0,4.0
2026-06-01 20:40:00,32.02,413.05,52.65,0.839,1,24.43,4.0
2026-06-01 20:45:00,25.71,413.73,42.21,0.937,0,0.0,4.0
2026-06-01 20:50:00,17.89,407.89,29.79,0.868,0,0.0,4.0
2026-06-01 20:55:00,29.31,411.51,48.37,0.921,0,0.0,4.0
2026-06-01 21:00:00,35.86,416.56,58.48,0.905,1,12.56,10.44
2026-06-01 21:05:00,30.96,415.08,50.66,0.893,1,18.76,4.0
2026-06-01 21:10:00,18.76,418.93,30.41,0.934,0,0.0,4.0
2026-06-01 21:15:00,24.5,418.86,39.73,0.848,0,0.0,4.0
2026-06-01 21:20:00,33.84,416.08,55.24,0.875,1,9.2,5.06
2026-06-01 21:25:00,24.55,415.78,40.11,0.924,0,0.0,4.0
2026-06-01 21:30:00,30.91,415.16,50.58,0.886,1,6.97,5.73
2026-06-01 21:35:00,33.18,408.36,55.19,0.85,1,16.59,6.72
2026-06-01 21:40:00,25.29,411.51,41.74,0.845,0,0.0,4.0
2026-06-01 21:45:00,30.26,415.25,49.49,0.91,1,7.44,4.0
2026-06-01 21:50:00,14.99,416.54,24.44,0.822,0,0.0,4.0
2026-06-01 21:55:00,26.72,415.72,43.66,0.93,0,0.0,4.0
2026-06-01 22:00:00,31.24,412.77,51.4,0.822,1,14.92,8.17
2026-06-01 22:05:00,26.93,417.34,43.82,0.896,0,0.0,4.0
2026-06-01 22:10:00,42.0,418.71,68.14,0.893,1,8.33,6.25
2026-06-01 22:15:00,27.37,417.34,44.55,0.889,0,0.0,4.72
2026-06-01 22:20:00,33.01,417.47,53.71,0.877,1,12.66,11.61
2026-06-01 22:25:00,36.56,413.6,60.04,0.922,1,16.11,4.24
2026-06-01 22:30:00,43.81,417.69,71.25,0.899,1,10.09,11.18
2026-06-01 22:35:00,30.14,415.36,49.28,0.914,1,8.37,9.57
2026-06-01 22:40:00,43.85,416.28,71.54,0.834,1,21.1,11.4
2026-06-01 22:45:00,38.8,415.91,63.37,0.826,1,8.77,7.27
2026-06-01 22:50:00,34.57,414.7,56.62,0.823,1,13.85,4.0
2026-06-01 22:55:00,42.52,412.85,69.95,0.838,1,24.09,9.05
2026-06-01 23:00:00,41.94,414.79,68.67,0.9,1,17.25,9.36
2026-06-01 23:05:00,38.68,417.47,62.94,0.879,1,14.95,8.26
2026-06-01 23:10:00,42.77,413.9,70.2,0.91,1,12.21,9.41
2026-06-01 23:15:00,41.25,417.23,67.15,0.843,1,15.41,6.32
2026-06-01 23:20:00,44.49,416.84,72.5,0.864,1,19.69,7.87
2026-06-01 23:25:00,47.99,414.25,78.68,0.927,1,21.45,4.18
2026-06-01 23:30:00,53.36,418.47,86.62,0.932,1,18.0,12.56
2026-06-01 23:35:00,40.0,414.11,65.61,0.931,1,20.81,6.17
2026-06-01 23:40:00,57.61,418.77,93.45,0.918,1,6.77,10.13
2026-06-01 23:45:00,37.95,416.09,61.95,0.903,1,5.29,7.68
2026-06-01 23:50:00,47.71,414.96,78.1,0.93,1,19.69,8.28
2026-06-01 23:55:00,52.18,412.78,85.86,0.906,1,10.23,7.43
2026-06-02 00:00:00,51.4,414.78,84.18,0.934,1,22.55,10.97
2026-06-02 00:05:00,47.65,414.49,78.09,0.823,1,15.72,5.24
2026-06-02 00:10:00,50.49,411.85,83.26,0.931,1,14.57,11.59
2026-06-02 00:15:00,49.82,414.46,81.66,0.887,1,20.46,11.52
2026-06-02 00:20:00,50.1,412.99,82.41,0.833,1,19.82,8.74
2026-06-02 00:25:00,58.06,416.46,94.69,0.846,1,19.09,10.26
2026-06-02 00:30:00,56.35,418.27,91.52,0.922,1,18.8,8.8
2026-06-02 00:35:00,51.86,411.93,85.51,0.881,1,15.31,9.22
2026-06-02 00:40:00,60.58,419.28,98.14,0.938,1,23.53,11.62
2026-06-02 00:45:00,58.36,414.68,95.6,0.834,1,22.81,10.91
2026-06-02 00:50:00,61.64,412.56,101.49,0.87,1,11.59,15.02
2026-06-02 00:55:00,61.47,416.89,100.15,0.86,1,21.09,8.08
2026-06-02 01:00:00,54.91,413.88,90.12,0.882,1,22.82,8.93
2026-06-02 01:05:00,56.99,414.8,93.33,0.896,1,17.37,12.82
2026-06-02 01:10:00,64.26,413.99,105.44,0.899,1,16.11,17.12
2026-06-02 01:15:00,64.3,412.96,105.77,0.82,1,18.44,10.5
2026-06-02 01:20:00,61.87,416.81,100.82,0.831,1,8.26,13.89
2026-06-02 01:25:00,63.27,414.28,103.74,0.824,1,6.75,9.07
2026-06-02 01:30:00,69.78,411.41,115.21,0.924,1,21.4,12.73
2026-06-02 01:35:00,61.14,416.38,99.74,0.858,1,16.47,11.85
2026-06-02 01:40:00,67.53,411.99,111.33,0.864,1,7.45,10.93
2026-06-02 01:45:00,64.47,412.12,106.26,0.874,1,13.33,11.3
2026-06-02 01:50:00,65.07,417.98,105.75,0.922,1,10.96,9.11
2026-06-02 01:55:00,72.33,412.01,119.24,0.822,1,22.51,15.7
2026-06-02 02:00:00,71.63,409.21,118.9,0.834,1,15.14,11.58
2026-06-02 02:05:00,72.22,416.56,117.77,0.902,1,16.55,12.29
2026-06-02 02:10:00,75.33,414.24,123.53,0.936,1,9.71,12.24
2026-06-02 02:15:00,69.55,414.46,113.99,0.897,1,20.98,11.88
2026-06-02 02:20:00,73.48,414.21,120.51,0.851,1,23.6,14.74
2026-06-02 02:25:00,69.14,415.58,113.02,0.882,1,20.85,13.63
2026-06-02 02:30:00,72.93,413.12,119.91,0.937,1,14.86,19.69
2026-06-02 02:35:00,71.26,418.69,115.6,0.883,1,21.7,13.35
2026-06-02 02:40:00,72.98,411.31,120.53,0.865,1,8.76,13.34
2026-06-02 02:45:00,76.05,416.11,124.15,0.866,1,7.27,17.14
2026-06-02 02:50:00,69.55,416.61,113.41,0.936,1,13.76,13.73
2026-06-02 02:55:00,84.66,413.1,139.21,0.906,1,8.63,15.44
2026-06-02 03:00:00,69.72,412.44,114.82,0.902,1,10.18,12.75
2026-06-02 03:05:00,69.21,417.54,112.59,0.848,1,16.7,13.74
2026-06-02 03:10:00,81.6,412.52,134.35,0.887,1,13.08,17.59
2026-06-02 03:15:00,80.27,413.48,131.87,0.863,1,22.32,18.67
2026-06-02 03:20:00,79.93,417.22,130.13,0.849,1,9.51,17.25
2026-06-02 03:25:00,80.44,415.09,131.63,0.927,1,24.94,16.8
2026-06-02 03:30:00,77.71,410.51,128.58,0.866,1,12.19,15.08
2026-06-02 03:35:00,73.74,419.37,119.44,0.854,1,15.31,18.75
2026-06-02 03:40:00,79.05,413.67,129.8,0.932,1,7.65,13.52
2026-06-02 03:45:00,75.72,413.99,124.23,0.844,1,16.59,16.07
2026-06-02 03:50:00,84.39,415.64,137.92,0.909,1,24.23,19.11
2026-06-02 03:55:00,79.19,416.56,129.12,0.898,1,19.99,17.67
2026-06-02 04:00:00,76.18,419.9,123.24,0.93,1,9.88,12.45
2026-06-02 04:05:00,79.08,410.85,130.74,0.92,1,13.85,21.43
2026-06-02 04:10:00,83.11,417.06,135.36,0.905,1,13.51,19.49
2026-06-02 04:15:00,78.57,416.86,128.03,0.858,1,6.96,16.94
2026-06-02 04:20:00,77.61,414.66,127.13,0.879,1,22.72,12.78
2026-06-02 04:25:00,83.25,416.97,135.62,0.933,1,12.63,17.88
2026-06-02 04:30:00,83.56,417.34,136.0,0.823,1,14.89,10.45
2026-06-02 04:35:00,80.09,411.55,132.18,0.915,1,10.82,14.42
2026-06-02 04:40:00,80.53,419.37,130.44,0.85,1,8.05,15.14
2026-06-02 04:45:00,84.3,411.1,139.29,0.842,1,23.04,15.29
2026-06-02 04:50:00,76.14,412.16,125.48,0.848,1,5.75,17.65
2026-06-02 04:55:00,76.56,414.35,125.52,0.827,1,13.0,14.67
2026-06-02 05:00:00,80.22,419.81,129.79,0.939,1,19.61,13.2
2026-06-02 05:05:00,82.93,414.23,135.99,0.924,1,11.18,17.23
2026-06-02 05:10:00,85.72,414.92,140.34,0.883,1,13.92,17.05
2026-06-02 05:15:00,91.7,418.58,148.81,0.906,1,16.29,13.27
2026-06-02 05:20:00,88.76,414.25,145.54,0.887,1,24.9,20.31
2026-06-02 05:25:00,83.79,412.05,138.13,0.917,1,20.17,16.33
2026-06-02 05:30:00,84.61,413.96,138.83,0.921,1,24.34,18.72
